"key","label_ko","status","molecules","source","scope_or_reason"
"Tea|Herbal Tea|Lemongrass","레몬그라스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Herbal Tea|Lemon Verbena","레몬버베나","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Herbal Tea|Chrysanthemum","국화차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Herbal Tea|Mint Tea","민트차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Puer|Aged Puer","숙성 보이차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Puer|Raw Puer","생 보이차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Tea|Puer|Ripe Puer","숙 보이차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Malted|Malt","맥아","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Malted|Barley Malt","보리맥아","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Malted|Wheat Malt","밀맥아","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Baked|Toast","토스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Baked|Whole Wheat Toast","통밀토스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Baked|Sourdough","사워도우","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Baked|Brioche","브리오슈","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Baked|Biscuit","비스킷","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Baked|Graham Cracker","그레이엄 크래커","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Barley","보리","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Oats","귀리","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Steel Cut Oats","스틸컷 오트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Rice","쌀","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Brown Rice","현미","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Wheat","밀","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Whole Wheat","통밀","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Corn","옥수수","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Rye","호밀","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Buckwheat","메밀","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Quinoa","퀴노아","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Raw Grains|Millet","기장","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Processed|Granola","그래놀라","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Processed|Cheerios","시리오스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Processed|Cornflakes","콘플레이크","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Cereal/Grain|Processed|Amaranth","아마란스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Light Roast|Cinnamon Roast","시나몬 로스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Light Roast|New England Roast","뉴잉글랜드 로스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Light Roast|Tea-like","차와 유사한","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Light Roast|Scandinavian Roast","스칸디나비아 로스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Light Roast|Herbal","허브향","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Medium Roast|American Roast","아메리칸 로스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Medium Roast|City Roast","시티 로스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Medium Roast|Full City","풀 시티","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Medium Roast|Vienna Roast","비엔나 로스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Medium Roast|Toasty","토스티","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Medium Roast|Caramelized","캐러멜화","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Medium Roast|Nutty","견과류","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Dark Roast|French Roast","프렌치 로스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Dark Roast|Italian Roast","이탈리안 로스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Dark Roast|Spanish Roast","스패니시 로스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Dark Roast|Continental Roast","컨티넨탈 로스트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Dark Roast|Burnt","탄 맛","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Dark Roast|Charred","숯불향","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Dark Roast|Ashy","재 맛","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Dark Roast|Tobacco","담배향","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Dark Roast|Dark Chocolate","다크 초콜릿","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Smoky|Smoky","훈연향","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Smoky|Wood Smoke","나무연기","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Roasted|Smoky|Barbecue","바비큐","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Fresh Green|Under-ripe","덜 익은 맛","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Fresh Green|Grass","풀","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Fresh Green|Fresh Cut Grass","갓 깎은 풀","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Fresh Green|Green Bell Pepper","피망","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Fresh Green|Cucumber","오이","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Fresh Green|Green Apple","청사과","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Fresh Green|Green Beans","껍질콩","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Fresh Green|Peapod","완두콩 꼬투리","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Fresh Green|Fresh","신선한","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Mint","민트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Spearmint","스피어민트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Peppermint","페퍼민트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Basil","바질","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Sweet Basil","스위트 바질","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Thai Basil","타이 바질","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Sage","세이지","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Rosemary","로즈마리","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Thyme","타임","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Oregano","오레가노","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Dill","딜","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Cilantro","실란트로","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Parsley","파슬리","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Tarragon","타라곤","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Herbaceous|Bay Leaf","월계수잎","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Olive","올리브","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Green Olive","그린 올리브","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Black Olive","블랙 올리브","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Spinach","시금치","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Artichoke","아티초크","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Celery","셀러리","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Brussels Sprout","방울양배추","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Kale","케일","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Wheatgrass","밀싹","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Asparagus","아스파라거스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Green/Vegetative|Vegetal|Broccoli","브로콜리","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Clean Acidity|Citric Acid","시트르산","excluded","","","맛(산미)을 나타내는 항목으로, 이번 향기분자 사전의 적용 대상에서 제외합니다."
"Sour/Fermented|Clean Acidity|Malic Acid","말산","excluded","","","맛(산미)을 나타내는 항목으로, 이번 향기분자 사전의 적용 대상에서 제외합니다."
"Sour/Fermented|Clean Acidity|Tartaric Acid","타르타르산","excluded","","","맛(산미)을 나타내는 항목으로, 이번 향기분자 사전의 적용 대상에서 제외합니다."
"Sour/Fermented|Clean Acidity|Phosphoric Acid","인산","excluded","","","맛(산미)을 나타내는 항목으로, 이번 향기분자 사전의 적용 대상에서 제외합니다."
"Sour/Fermented|Clean Acidity|Lactic Acid","젖산","excluded","","","맛(산미)을 나타내는 항목으로, 이번 향기분자 사전의 적용 대상에서 제외합니다."
"Sour/Fermented|Sour|Acetic Acid","아세트산","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Sour|Vinegar","식초","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Sour|Apple Cider Vinegar","사과식초","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Sour|Balsamic Vinegar","발사믹 식초","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Winey","와인 맛","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Red Wine","적포도주","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|White Wine","백포도주","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Champagne","샴페인","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Overripe","과숙한","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Yogurt","요거트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Greek Yogurt","그릭 요거트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Kefir","케피어","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Sourdough","사워도우","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Kombucha","콤부차","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Kimchi","김치","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Sauerkraut","사우어크라우트","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Pickles","피클","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Miso","미소","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Sake","사케","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Fermented|Beer","맥주","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Aged/Funky|Musty","곰팡이 냄새","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Aged/Funky|Earthy","흙냄새","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Aged/Funky|Blue Cheese","블루치즈","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Aged/Funky|Mildew","곰팡이","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Sour/Fermented|Aged/Funky|Barnyard","축사냄새","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Defect|Baggy","포대냄새","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Defect|Ferment","과발효","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Defect|Phenol","페놀릭","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Defect|Quaker","퀘이커","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Defect|Potato","감자냄새","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Defect|Rio","리오","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
